864,693,114,225,104,864,864,864,404,140
864,693,114,225,104,864,864,864,404,140
864,693,114,225,104,864,864,864,404,140
864,693,114,225,104,864,864,864,404,140
864,693,114,225,104,864,864,864,404,140
864,693,114,225,104,864,864,864,404,140
5,5,7,6,5,7,6,7,9,10
17,10,7,6,7,5,13,20,15,13
9,8,7,7,7,12,7,13,8,8
8,7,7,7,7,11,8,182,6,8
38,21,9,7,8,11,13,184,14,11
40,22,8,11,7,141,15,31,28,14
29,21,10,11,4,110,12,224,24,8
6,5,4,4,4,57,4,5,7,4
9,19,7,15,4,19,7,226,22,19
44,14,10,13,13,14,17,524,12,14
125,687,19,13,103,92,77,223,90,165
9,9,7,8,8,91,8,864,9,7
9,9,7,9,9,93,9,220,9,7
629,687,17,17,21,93,563,864,86,234
864,687,227,95,121,94,864,864,122,236
864,687,10,4,6,92,864,864,84,522
864,687,7,6,12,93,519,864,32,130
12,7,14,8,8,11,8,596,86,129
30,10,15,14,8,9,9,230,23,35
864,864,864,225,416,864,864,864,864,864
864,864,480,337,527,96,864,864,405,524
864,864,864,225,416,864,864,864,864,864
864,864,405,249,340,96,864,864,675,136
864,864,9,864,441,94,864,864,130,124
864,864,96,864,146,95,864,864,106,132
476,463,96,864,146,95,737,864,106,136
864,864,96,864,147,95,864,864,106,132
476,185,96,864,145,95,730,864,106,188
864,463,96,864,145,95,737,864,106,188
864,864,96,864,138,95,864,864,106,134
864,864,99,864,146,95,864,864,106,134
864,864,102,864,150,95,864,864,106,194
864,864,700,300,337,864,864,864,400,533
864,864,672,250,336,99,864,864,127,133
864,864,146,335,340,95,864,864,129,133
864,726,142,336,864,99,864,864,393,234
864,864,663,336,342,99,864,864,390,517
864,692,144,337,864,95,864,864,138,528
864,864,96,337,864,95,864,864,128,235
864,712,418,337,864,864,864,864,130,230
864,690,139,337,424,95,864,864,130,207
864,864,141,337,864,95,864,864,390,237
864,864,670,337,864,864,864,864,125,522
864,690,694,336,341,99,864,864,383,236
864,864,689,335,342,95,864,864,392,525
864,864,146,337,864,99,864,864,125,135
864,690,110,335,124,95,864,864,134,137
864,690,96,337,99,864,864,864,132,135
864,690,98,232,108,95,864,864,132,193
864,690,108,169,117,95,864,864,133,133
864,690,387,233,864,864,864,864,131,133
864,714,228,341,864,864,864,864,131,133
864,690,228,235,864,95,864,864,125,133
864,690,679,339,864,95,864,864,132,207
864,690,864,338,864,95,864,864,390,218
864,690,119,336,864,864,864,864,864,196
864,690,394,341,341,95,864,864,436,864
864,690,422,340,739,95,864,864,428,864
864,690,717,259,864,95,864,864,228,864
864,690,711,338,864,95,864,864,227,864
864,690,692,334,864,95,864,864,396,534
864,690,144,92,864,864,864,864,392,526
864,690,401,92,99,95,864,864,395,193
864,690,704,336,864,95,864,864,395,203
864,690,671,549,739,95,864,864,394,260
864,689,667,252,864,95,864,864,396,518
864,690,693,303,864,95,864,864,229,219
864,690,688,250,864,95,864,864,396,529
864,690,238,221,372,95,864,864,396,215
864,690,388,100,156,95,864,864,226,864
864,690,128,245,453,95,864,864,224,208
864,690,734,511,735,95,864,864,864,864
864,690,416,250,864,95,864,864,231,864
864,690,864,537,864,95,864,864,230,864
864,690,392,343,864,95,864,864,229,255
864,690,864,335,864,864,864,864,221,864
864,690,864,253,864,95,864,864,864,203
864,690,864,553,864,95,864,864,226,220
864,690,778,468,94,95,864,864,135,254
864,690,669,797,864,95,864,864,419,530
864,690,732,555,864,95,864,864,228,206
864,690,680,551,864,95,864,864,134,207
864,690,864,864,864,95,864,864,220,198
864,690,864,557,864,864,864,864,711,864
864,690,864,584,864,95,864,864,864,126
864,690,864,795,339,95,864,864,222,201
864,690,864,798,864,99,864,864,222,205
864,690,864,337,864,95,864,864,221,255
864,689,864,342,864,95,864,864,224,207
864,690,864,558,339,864,864,864,225,199
864,689,864,801,864,95,864,864,226,202
864,690,864,864,864,99,864,864,225,204
864,690,864,864,864,864,864,864,225,194
864,690,864,864,864,95,864,864,222,864
864,690,95,534,864,864,864,864,226,203
864,690,864,545,864,95,864,864,221,199
864,690,864,253,864,99,864,864,220,864
864,690,864,538,864,864,864,864,225,205
864,690,864,547,864,95,864,864,222,864
864,730,864,590,864,99,864,864,219,864
864,864,864,544,864,864,864,864,227,864
864,864,864,823,864,864,688,864,223,833
